user_id,age,gender,income,browsing_minutes,pages_viewed,click_rate,previous_purchase,purchase
USER_0009,44.0,1,8.9,28.9,11,0.271,0,1
USER_0125,,0,15.5,28.5,7,0.575,1,1
USER_0187,35.0,1,14.0,54.5,12,0.788,0,1
USER_0062,28.0,1,15.6,59.4,23,0.487,0,1
USER_0318,43.0,1,11.0,41.3,14,0.366,1,0
USER_0287,28.0,1,11.5,84.3,34,0.677,0,1
USER_0423,35.0,0,17.6,55.8,16,0.743,1,0
USER_0030,32.0,1,11.3,76.0,31,0.589,0,1
USER_0141,22.0,1,13.1,63.3,22,0.51,0,1
USER_0379,23.0,1,8.3,45.5,10,0.404,1,1
USER_0208,,1,10.8,54.2,26,0.479,1,1
USER_0320,41.0,1,5.3,44.9,15,0.439,1,0
USER_0336,30.0,0,19.3,23.6,6,0.195,1,0
USER_0292,35.0,1,16.2,26.8,12,0.161,0,0
USER_0292,35.0,1,12.6,61.6,12,0.448,1,1
USER_0095,,0,11.7,28.6,13,0.278,0,0
USER_0207,32.0,0,20.9,55.9,17,0.262,1,0
USER_0108,32.0,0,14.4,48.0,11,0.332,1,0
USER_0097,34.0,1,6.0,33.0,12,0.595,0,1
USER_0234,34.0,1,10.3,63.5,19,0.373,1,0
USER_0044,22.0,0,6.5,36.1,11,0.425,1,1
USER_0467,32.0,1,9.3,21.2,5,0.795,0,1
USER_0127,,1,13.0,43.6,10,0.783,1,0
USER_0102,27.0,1,11.7,20.9,8,0.269,1,1
USER_0213,25.0,0,5.4,35.1,17,0.247,0,0
USER_0396,27.0,1,19.8,39.1,14,0.345,0,1
USER_0498,22.0,0,3.0,73.0,16,0.167,0,1
USER_0365,38.0,0,22.7,53.4,24,0.762,0,0
USER_0031,20.0,1,16.8,57.2,24,0.462,0,0
USER_0480,34.0,1,3.9,44.7,16,0.59,0,0
USER_0467,32.0,1,9.0,61.4,29,0.677,0,1
USER_0450,47.0,0,16.7,30.3,9,0.334,1,0
USER_0233,22.0,0,17.3,29.3,11,0.663,0,0
USER_0156,32.0,0,15.2,86.7,33,0.58,1,1
USER_0451,39.0,0,6.1,49.8,15,0.597,0,0
USER_0062,28.0,1,12.1,9.2,3,0.398,1,0
USER_0073,30.0,1,5.0,88.9,42,0.078,1,1
USER_0261,28.0,0,16.5,72.7,36,0.1,1,1
USER_0255,32.0,1,10.5,81.8,37,0.287,0,1
USER_0156,32.0,0,12.7,57.2,24,0.157,0,1
USER_0403,20.0,0,11.6,30.9,9,0.355,0,1
USER_0279,26.0,1,16.3,32.3,12,0.341,0,0
USER_0252,30.0,1,15.5,26.1,11,0.157,1,0
USER_0234,34.0,1,21.5,36.9,17,0.717,0,0
USER_0421,44.0,1,15.5,28.6,11,0.165,0,0
USER_0078,31.0,0,8.3,26.0,12,0.642,1,1
USER_0312,22.0,1,3.0,45.4,10,0.48,1,1
USER_0354,,0,12.2,33.6,12,0.202,1,1
USER_0244,60.0,0,16.2,73.4,19,0.599,1,1
USER_0110,26.0,1,6.7,43.4,13,0.787,0,0
USER_0115,34.0,1,3.6,41.3,16,0.361,0,1
USER_0355,36.0,0,17.8,31.2,11,0.624,1,0
USER_0202,25.0,0,15.3,79.5,20,0.2,1,1
USER_0196,38.0,0,10.2,59.0,21,0.4,1,1
USER_0046,33.0,1,7.5,11.8,5,0.478,0,1
USER_0147,20.0,1,10.1,50.5,19,0.279,0,0
USER_0077,42.0,1,25.5,49.3,11,0.621,1,1
USER_0130,18.0,0,11.6,40.1,12,0.326,0,1
USER_0377,25.0,1,10.6,78.7,17,0.776,0,1
USER_0211,53.0,0,12.7,66.9,23,0.145,1,1
USER_0497,18.0,1,24.4,17.0,6,0.096,0,0
USER_0254,28.0,1,9.3,39.8,16,0.2,1,0
USER_0210,29.0,0,13.9,42.8,11,0.487,0,0
USER_0477,23.0,0,14.1,26.8,10,0.679,0,0
USER_0138,34.0,0,8.3,76.9,25,0.442,1,1
USER_0397,25.0,1,3.0,53.8,23,0.642,1,0
USER_0135,,1,20.4,46.0,19,0.42,1,0
USER_0183,34.0,1,14.9,44.2,10,0.286,1,1
USER_0242,36.0,1,9.7,38.5,13,0.283,1,1
USER_0395,,1,17.4,40.8,10,0.47,1,1
USER_0243,36.0,0,10.9,51.9,11,0.45,1,1
USER_0004,37.0,0,16.8,5.0,3,0.491,0,1
USER_0163,29.0,1,18.2,28.4,10,0.274,1,0
USER_0292,35.0,1,7.6,69.7,33,0.08,0,1
USER_0133,32.0,0,9.5,44.8,16,0.193,0,1
USER_0339,27.0,0,11.4,15.2,4,0.711,1,1
USER_0284,38.0,0,8.5,65.5,15,0.613,1,1
USER_0229,24.0,0,5.0,41.2,9,0.621,1,1
USER_0009,44.0,1,22.4,41.6,18,0.612,1,1
USER_0237,40.0,1,3.3,116.1,52,0.597,0,1
USER_0379,23.0,1,13.9,56.8,21,0.415,0,1
USER_0217,37.0,1,7.5,35.9,9,0.069,0,0
USER_0243,36.0,0,16.9,45.7,13,0.778,1,0
USER_0127,,1,9.7,32.1,9,0.337,1,1
USER_0005,44.0,1,8.5,9.5,4,0.575,0,0
USER_0355,36.0,0,19.5,25.7,7,0.273,0,1
USER_0458,28.0,0,10.3,44.0,11,0.263,1,1
USER_0051,37.0,0,17.7,53.7,16,0.286,1,0
USER_0391,30.0,1,5.9,42.5,17,0.563,0,1
USER_0316,28.0,1,9.5,39.8,12,0.235,0,0
USER_0397,25.0,1,12.1,5.0,3,0.432,1,0
USER_0304,38.0,1,14.8,29.8,12,0.331,1,0
USER_0109,39.0,1,3.0,32.4,13,0.277,1,1
USER_0222,28.0,0,3.5,39.3,13,0.603,1,0
USER_0198,,0,5.4,48.5,14,0.198,1,1
USER_0225,,0,14.8,180.0,51,0.742,0,1
USER_0311,29.0,1,15.7,49.2,24,0.52,1,1
USER_0284,38.0,0,10.7,30.3,6,0.612,1,1
USER_0396,27.0,1,11.4,70.4,19,0.69,0,1
USER_0214,23.0,0,3.0,40.9,10,0.413,0,0
USER_0078,31.0,0,11.8,5.0,3,0.13,1,1
USER_0031,20.0,1,8.4,43.1,10,0.345,0,0
USER_0385,31.0,1,15.4,34.9,16,0.385,0,0
USER_0472,23.0,1,7.4,42.8,17,0.378,0,0
USER_0210,29.0,0,21.1,54.4,12,0.443,0,0
USER_0162,25.0,1,18.1,46.2,14,0.176,1,1
USER_0415,29.0,1,9.0,29.9,9,0.522,1,1
USER_0390,39.0,1,9.5,60.4,27,0.126,1,1
USER_0045,,0,7.5,50.1,15,0.661,0,0
USER_0480,34.0,1,11.9,58.7,20,0.145,0,0
USER_0241,36.0,0,21.6,47.4,14,0.103,0,1
USER_0032,27.0,1,5.2,37.8,15,0.08,1,0
USER_0401,28.0,0,7.8,79.7,16,0.092,1,1
USER_0302,26.0,0,11.4,12.8,4,0.603,1,1
USER_0178,34.0,0,3.6,66.3,27,0.75,1,1
USER_0198,,0,7.3,67.8,27,0.238,1,1
USER_0057,28.0,0,14.2,45.5,14,0.131,1,0
USER_0261,28.0,0,7.8,180.0,41,0.278,0,1
USER_0335,18.0,1,8.4,35.2,14,0.694,0,1
USER_0316,28.0,1,6.9,61.8,27,0.11,0,1
USER_0278,33.0,1,12.6,85.9,41,0.433,1,1
USER_0475,36.0,1,13.2,40.2,16,0.395,1,1
USER_0461,,1,9.3,49.1,18,0.598,0,1
USER_0207,32.0,0,9.4,30.1,12,0.061,0,1
USER_0093,32.0,1,18.8,21.3,5,0.547,0,1
USER_0027,,0,11.0,64.1,29,0.457,1,1
USER_0347,39.0,0,12.1,30.5,11,0.644,1,0
USER_0199,30.0,0,12.6,74.5,16,0.433,0,1
USER_0234,34.0,1,11.2,20.9,5,0.37,1,0
USER_0071,39.0,1,14.8,36.0,10,0.702,0,1
USER_0127,,1,9.2,17.5,6,0.377,1,1
USER_0114,34.0,1,18.3,71.3,27,0.445,0,1
USER_0115,34.0,1,13.2,180.0,64,0.281,0,1
USER_0108,32.0,0,12.7,43.1,17,0.176,1,0
USER_0144,38.0,0,10.1,6.2,3,0.296,1,0
USER_0034,22.0,1,9.8,43.4,15,0.265,0,0
USER_0079,40.0,0,3.0,62.3,13,0.089,0,0
USER_0261,28.0,0,10.0,29.2,13,0.193,1,1
USER_0298,,0,19.7,31.8,9,0.77,1,0
USER_0463,41.0,1,11.6,42.2,17,0.484,1,1
USER_0496,40.0,1,13.6,31.8,9,0.614,0,1
USER_0086,18.0,0,16.0,79.9,37,0.565,0,1
USER_0423,35.0,0,16.1,105.0,30,0.718,1,1
USER_0370,37.0,0,16.5,83.3,21,0.156,1,1
USER_0115,34.0,1,9.3,42.5,10,0.362,0,0
USER_0244,60.0,0,17.3,47.3,12,0.452,1,1
USER_0408,34.0,1,14.5,47.8,22,0.194,1,1
USER_0250,38.0,1,14.9,145.6,69,0.205,0,1
USER_0031,20.0,1,18.4,63.4,29,0.531,1,1
USER_0125,,0,11.7,46.2,17,0.504,0,0
USER_0261,28.0,0,5.7,61.8,24,0.578,1,1
USER_0156,32.0,0,18.0,62.0,27,0.357,1,1
USER_0244,60.0,0,12.5,25.2,6,0.072,0,1
USER_0214,23.0,0,14.1,57.8,14,0.707,1,1
USER_0085,44.0,0,19.6,58.3,27,0.13,0,0
USER_0402,33.0,0,10.9,17.4,4,0.336,1,0
USER_0471,36.0,1,6.9,70.8,19,0.366,0,1
USER_0086,18.0,0,11.9,52.7,18,0.122,0,1
USER_0382,38.0,0,13.6,49.3,20,0.611,1,1
USER_0160,44.0,0,7.5,27.4,9,0.729,0,1
USER_0337,36.0,1,11.6,10.1,4,0.128,1,1
USER_0090,,1,20.8,11.9,3,0.692,1,0
USER_0324,33.0,0,3.0,8.4,3,0.477,1,1
USER_0214,23.0,0,6.5,34.0,10,0.251,0,0
USER_0097,34.0,1,10.0,71.8,32,0.171,1,1
USER_0254,28.0,1,3.0,50.8,11,0.509,1,1
USER_0087,38.0,1,10.8,128.1,46,0.262,1,1
USER_0336,30.0,0,16.1,23.8,10,0.422,1,1
USER_0110,26.0,1,10.4,42.9,20,0.686,0,1
USER_0009,44.0,1,6.7,49.0,24,0.328,0,0
USER_0006,30.0,0,12.6,29.2,6,0.125,0,0
USER_0331,44.0,1,17.2,6.6,3,0.613,1,0
USER_0132,,0,10.4,37.2,8,0.397,0,1
USER_0222,28.0,0,8.9,32.7,13,0.325,1,1
USER_0440,33.0,0,7.6,60.1,22,0.234,1,0
USER_0290,46.0,0,5.8,37.1,17,0.632,0,1
USER_0225,,0,9.4,35.2,14,0.303,0,0
USER_0111,29.0,0,17.5,60.9,24,0.417,0,0
USER_0146,43.0,1,9.8,15.0,6,0.799,0,0
USER_0287,28.0,1,11.2,55.2,25,0.547,0,1
USER_0332,22.0,1,11.3,59.4,12,0.38,1,1
USER_0269,32.0,0,12.9,16.4,7,0.764,1,0
USER_0366,38.0,0,11.6,51.0,17,0.14,1,1
USER_0087,38.0,1,17.8,25.2,9,0.523,0,1
USER_0402,33.0,0,10.6,25.7,11,0.282,0,1
USER_0458,28.0,0,3.0,13.9,5,0.307,0,0
USER_0460,42.0,0,12.0,17.4,7,0.328,0,0
USER_0385,31.0,1,9.7,18.3,5,0.122,1,1
USER_0365,38.0,0,17.5,10.8,3,0.163,1,0
USER_0375,36.0,0,15.3,5.0,3,0.254,1,0
USER_0210,29.0,0,15.3,17.3,6,0.413,0,1
USER_0356,31.0,0,20.8,41.0,15,0.607,0,0
USER_0178,34.0,0,19.4,52.1,23,0.715,1,1
USER_0225,,0,21.0,20.3,6,0.281,1,1
USER_0316,28.0,1,13.9,12.8,3,0.174,1,1
USER_0455,21.0,0,6.6,28.4,6,0.52,0,0
USER_0042,,0,3.3,111.9,22,0.634,0,0
USER_0441,49.0,1,10.2,56.5,13,0.2,0,0
USER_0228,35.0,0,5.7,17.6,5,0.177,0,0
USER_0447,25.0,0,5.2,147.6,35,0.69,0,1
USER_0352,27.0,1,12.3,19.7,6,0.611,1,0
USER_0194,39.0,1,14.0,50.3,18,0.639,0,1
USER_0382,38.0,0,20.7,52.6,12,0.501,0,1
USER_0153,27.0,0,10.3,33.9,10,0.266,0,1
USER_0450,47.0,0,20.0,49.2,10,0.118,0,0
USER_0421,44.0,1,13.8,15.2,4,0.365,0,0
USER_0156,32.0,0,14.9,57.2,20,0.419,1,1
USER_0099,27.0,1,17.4,5.0,3,0.594,1,1
USER_0390,39.0,1,6.5,48.9,17,0.266,1,1
USER_0382,38.0,0,7.5,39.7,16,0.755,0,1
USER_0125,,0,4.4,65.9,32,0.279,0,1
USER_0284,38.0,0,3.0,33.1,12,0.234,1,1
USER_0363,30.0,1,18.0,62.9,15,0.103,1,1
USER_0231,,0,4.6,60.5,24,0.554,1,1
USER_0292,35.0,1,16.3,46.1,17,0.542,1,1
USER_0438,25.0,0,4.4,72.0,15,0.418,1,1
USER_0475,36.0,1,20.3,17.8,4,0.146,1,1
USER_0019,18.0,1,13.2,30.2,10,0.277,1,0
USER_0213,25.0,0,7.6,56.7,24,0.164,0,1
USER_0155,,1,5.0,73.3,18,0.243,0,1
USER_0449,34.0,1,16.1,5.0,3,0.666,1,1
USER_0049,21.0,1,13.3,46.0,22,0.103,0,0
USER_0009,44.0,1,13.3,62.2,15,0.78,0,0
USER_0328,28.0,1,10.0,14.4,4,0.695,0,0
USER_0249,29.0,0,17.0,66.2,13,0.277,1,1
USER_0138,34.0,0,10.5,39.3,19,0.236,1,0
USER_0178,34.0,0,12.5,74.8,35,0.149,1,0
USER_0483,44.0,0,16.1,62.4,13,0.135,0,0
USER_0104,34.0,0,17.0,35.7,17,0.404,0,1
USER_0109,39.0,1,28.2,45.8,21,0.633,1,1
USER_0436,,0,10.3,19.9,6,0.369,0,0
USER_0430,25.0,1,10.9,83.6,24,0.223,1,1
USER_0151,27.0,1,20.2,52.7,20,0.058,1,1
USER_0133,32.0,0,6.2,42.1,10,0.603,1,1
USER_0374,32.0,0,11.7,8.3,3,0.169,1,0
USER_0039,46.0,1,17.0,56.1,21,0.605,1,1
USER_0219,31.0,0,17.6,48.2,14,0.251,0,0
USER_0087,38.0,1,11.1,52.0,16,0.306,1,0
USER_0122,30.0,1,10.5,23.1,10,0.1,0,1
USER_0451,39.0,0,7.0,48.1,21,0.467,0,0
USER_0175,21.0,0,12.0,38.4,14,0.051,0,0
USER_0008,,0,11.5,48.4,16,0.759,0,0
USER_0345,34.0,0,11.2,17.4,5,0.518,1,0
USER_0268,33.0,1,15.3,27.0,7,0.341,0,0
USER_0323,35.0,0,5.6,35.5,8,0.137,0,0
USER_0233,22.0,0,13.2,52.6,16,0.513,0,1
USER_0070,34.0,1,5.1,22.1,10,0.127,0,0
USER_0302,26.0,0,13.2,32.2,12,0.519,1,1
USER_0467,32.0,1,9.3,46.1,22,0.324,0,1
USER_0080,34.0,0,9.3,52.5,16,0.201,1,1
USER_0108,32.0,0,8.9,48.9,22,0.387,1,0
USER_0350,37.0,0,14.1,23.7,7,0.723,1,1
USER_0175,21.0,0,15.5,35.6,14,0.253,0,1
USER_0431,,0,3.1,42.1,11,0.35,0,0
USER_0427,32.0,1,16.3,18.4,5,0.383,1,1
USER_0448,33.0,0,9.6,38.1,7,0.352,1,0
USER_0333,49.0,1,14.0,36.2,8,0.527,1,1
USER_0151,27.0,1,19.3,46.2,15,0.168,0,0
USER_0009,44.0,1,11.8,42.9,15,0.097,0,1
USER_0449,34.0,1,3.0,17.1,6,0.291,0,0
USER_0430,25.0,1,14.2,54.1,12,0.575,0,1
USER_0287,28.0,1,18.1,55.6,26,0.363,0,0
USER_0065,40.0,0,13.8,33.5,11,0.272,1,1
USER_0327,32.0,0,4.3,85.6,28,0.623,1,1
USER_0200,25.0,0,18.4,25.8,8,0.575,0,1
USER_0211,53.0,0,10.2,15.9,3,0.739,1,1
USER_0036,27.0,1,16.9,46.9,11,0.497,0,0
USER_0153,27.0,0,4.2,43.2,18,0.526,0,1
USER_0086,18.0,0,11.7,59.3,15,0.504,0,0
USER_0049,21.0,1,17.6,21.9,4,0.382,0,1
USER_0090,,1,6.1,34.3,15,0.06,0,0
USER_0040,31.0,1,10.1,52.3,12,0.32,0,0
USER_0114,34.0,1,16.4,38.3,12,0.742,1,1
USER_0469,28.0,1,11.1,48.7,16,0.564,1,1
USER_0136,30.0,1,21.9,49.4,19,0.703,1,0
USER_0140,,0,8.3,25.6,7,0.433,1,0
USER_0019,18.0,1,11.7,25.4,9,0.191,0,0
USER_0242,36.0,1,16.9,42.0,9,0.651,0,1
USER_0151,27.0,1,10.4,51.3,17,0.392,0,1
USER_0255,32.0,1,8.7,105.4,23,0.202,1,0
USER_0436,,0,15.1,31.0,10,0.537,0,1
USER_0225,,0,5.6,66.8,24,0.769,1,1
USER_0134,51.0,1,5.8,24.9,8,0.612,0,1
USER_0072,28.0,1,4.4,23.5,6,0.195,1,1
USER_0292,35.0,1,13.1,65.1,23,0.475,0,0
USER_0305,,0,16.0,28.2,5,0.268,0,0
USER_0161,,1,5.0,23.5,8,0.493,1,1
USER_0448,33.0,0,9.4,43.1,19,0.571,0,1
USER_0150,24.0,0,23.0,131.3,28,0.102,0,1
USER_0229,24.0,0,3.0,55.6,25,0.585,1,1
USER_0197,47.0,1,7.4,57.1,15,0.709,0,0
USER_0403,20.0,0,6.8,33.4,7,0.404,1,1
USER_0385,31.0,1,11.5,53.8,13,0.172,0,0
USER_0097,34.0,1,5.2,7.7,3,0.201,0,0
USER_0214,23.0,0,20.2,47.4,15,0.146,0,0
USER_0056,26.0,0,12.8,180.0,87,0.201,1,1
USER_0025,20.0,1,15.8,45.1,19,0.19,0,0
USER_0269,32.0,0,3.2,5.0,3,0.097,1,1
USER_0355,36.0,0,14.9,62.9,22,0.491,1,1
USER_0149,49.0,0,3.0,49.0,18,0.278,1,1
USER_0368,32.0,1,13.0,36.7,12,0.334,1,1
USER_0057,28.0,0,7.5,76.4,32,0.183,1,1
USER_0301,42.0,0,11.9,47.5,16,0.203,0,1
USER_0005,44.0,1,9.2,38.7,15,0.458,1,0
USER_0407,,1,12.1,11.4,3,0.295,1,0
USER_0003,30.0,0,13.2,55.7,12,0.188,1,1
USER_0193,25.0,1,9.9,77.2,33,0.191,1,1
USER_0423,35.0,0,5.5,47.5,17,0.655,1,1
USER_0145,24.0,0,11.3,57.4,14,0.235,1,1
USER_0160,44.0,0,12.2,27.9,7,0.451,0,0
USER_0101,,1,3.0,43.0,21,0.399,1,0
USER_0488,46.0,1,23.2,16.6,6,0.323,0,0
USER_0102,27.0,1,3.9,34.2,14,0.638,1,1
USER_0064,36.0,0,14.0,37.8,18,0.63,0,0
USER_0101,,1,11.5,58.2,12,0.134,1,0
USER_0247,39.0,0,9.5,39.3,19,0.52,1,1
USER_0070,34.0,1,13.3,36.2,12,0.507,0,1
USER_0006,30.0,0,12.2,25.3,7,0.643,1,1
USER_0015,28.0,0,3.8,57.1,21,0.49,1,1
USER_0184,,0,21.3,39.5,13,0.349,1,0
USER_0113,20.0,0,17.0,57.1,14,0.067,1,0
USER_0230,33.0,0,9.7,10.2,3,0.234,0,0
USER_0086,18.0,0,10.8,27.3,10,0.482,0,0
USER_0045,,0,17.5,68.7,22,0.553,0,1
USER_0140,,0,13.4,28.3,7,0.562,0,0
USER_0123,35.0,1,12.0,38.2,18,0.091,0,1
USER_0172,34.0,1,8.9,21.8,6,0.338,0,0
USER_0472,23.0,1,14.1,35.5,15,0.193,1,0
USER_0132,,0,4.4,75.3,34,0.13,0,1
USER_0070,34.0,1,13.6,80.4,30,0.45,0,1
USER_0429,32.0,0,15.7,56.5,11,0.368,0,1
USER_0370,37.0,0,8.5,53.5,21,0.293,0,1
USER_0079,40.0,0,13.4,67.9,14,0.5,1,1
USER_0337,36.0,1,9.5,5.0,3,0.486,1,1
USER_0396,27.0,1,10.5,49.0,18,0.351,0,0
USER_0161,,1,5.7,16.3,5,0.381,1,1
USER_0161,,1,17.5,50.4,21,0.461,1,0
USER_0384,37.0,0,22.6,26.7,12,0.672,0,1
USER_0388,32.0,1,14.3,56.7,18,0.424,0,0
USER_0312,22.0,1,7.8,35.1,15,0.707,1,0
USER_0344,38.0,1,23.3,36.1,8,0.349,0,0
USER_0467,32.0,1,11.9,63.7,16,0.668,0,1
USER_0490,39.0,1,12.0,30.8,6,0.636,0,1
USER_0151,27.0,1,12.6,62.3,19,0.635,1,1
USER_0431,,0,10.5,103.8,24,0.363,1,1
USER_0419,36.0,0,7.4,11.6,5,0.324,0,1
USER_0093,32.0,1,6.6,16.4,5,0.306,0,0
USER_0167,33.0,1,5.3,16.6,6,0.237,0,1
USER_0185,26.0,0,8.8,28.7,11,0.302,0,1
USER_0121,25.0,0,14.5,60.2,29,0.396,0,0
USER_0309,18.0,0,17.3,33.0,14,0.161,1,1
USER_0359,,1,6.3,41.6,14,0.395,1,0
USER_0476,37.0,0,12.1,73.9,34,0.242,0,1
USER_0482,,1,15.0,43.5,13,0.429,1,1
USER_0422,31.0,0,6.0,40.1,10,0.428,1,0
USER_0449,34.0,1,13.5,51.1,21,0.455,0,1
USER_0039,46.0,1,11.9,40.2,15,0.226,0,0
USER_0083,44.0,1,10.9,64.3,21,0.558,1,0
USER_0223,38.0,1,3.0,5.0,3,0.61,0,1
USER_0350,37.0,0,17.5,11.9,5,0.477,0,0
USER_0101,,1,18.9,52.8,17,0.593,1,1
USER_0430,25.0,1,20.1,36.8,10,0.597,0,1
USER_0477,23.0,0,18.8,35.7,8,0.769,0,0
USER_0444,27.0,0,15.8,17.4,5,0.708,1,1
USER_0188,22.0,0,15.5,56.7,14,0.657,1,0
USER_0294,39.0,0,7.6,89.0,41,0.22,1,1
USER_0112,28.0,0,17.3,27.7,9,0.219,1,0
USER_0432,32.0,1,5.6,40.6,14,0.677,0,1
USER_0144,38.0,0,10.3,31.8,13,0.307,1,0
USER_0298,,0,11.5,175.9,56,0.255,1,1
USER_0174,22.0,1,18.5,122.4,42,0.62,0,1
USER_0480,34.0,1,13.4,49.8,22,0.129,0,1
USER_0138,34.0,0,6.1,54.9,13,0.664,1,1
USER_0414,31.0,0,12.4,51.6,22,0.446,0,1
USER_0044,22.0,0,21.5,23.3,11,0.35,0,0
USER_0185,26.0,0,6.5,35.7,7,0.592,0,0
USER_0078,31.0,0,7.0,29.4,12,0.428,1,1
USER_0078,31.0,0,14.0,30.3,11,0.708,1,1
USER_0279,26.0,1,17.2,33.4,12,0.499,1,1
USER_0315,20.0,1,19.2,42.3,16,0.589,1,1
USER_0480,34.0,1,12.8,32.6,8,0.327,1,1
USER_0052,33.0,0,14.2,28.3,6,0.088,0,0
USER_0283,36.0,1,16.9,29.4,11,0.784,0,1
USER_0423,35.0,0,9.6,63.9,28,0.79,1,1
USER_0362,30.0,1,6.7,5.0,3,0.127,0,0
USER_0383,36.0,0,6.1,20.4,9,0.285,0,1
USER_0359,,1,18.4,19.6,7,0.478,1,0
USER_0379,23.0,1,12.8,36.4,8,0.249,1,1
USER_0096,30.0,1,6.1,5.0,3,0.079,0,0
USER_0406,30.0,1,3.6,55.8,23,0.782,0,1
USER_0299,,1,13.5,122.4,49,0.096,0,1
USER_0146,43.0,1,15.0,51.7,24,0.223,1,1
USER_0454,35.0,1,22.2,28.4,13,0.726,0,1
USER_0458,28.0,0,14.9,35.4,15,0.594,1,1
USER_0472,23.0,1,6.6,52.5,11,0.153,0,0
USER_0202,25.0,0,7.5,75.0,22,0.532,0,1
USER_0176,36.0,0,22.9,55.8,18,0.205,1,1
USER_0230,33.0,0,9.0,47.4,19,0.73,1,1
USER_0031,20.0,1,15.6,24.4,5,0.782,1,1
USER_0414,31.0,0,16.0,80.5,35,0.49,0,1
USER_0294,39.0,0,10.0,113.9,29,0.515,0,0
USER_0459,18.0,0,9.5,49.2,19,0.596,1,0
USER_0146,43.0,1,9.7,59.0,21,0.486,0,0
USER_0114,34.0,1,21.2,38.3,14,0.761,0,0
USER_0226,22.0,0,5.7,19.2,6,0.595,1,1
USER_0070,34.0,1,17.4,77.8,18,0.603,1,1
USER_0310,23.0,0,21.7,8.2,3,0.073,0,1
USER_0253,,0,6.9,66.4,15,0.128,1,1
USER_0160,44.0,0,13.7,21.9,7,0.625,0,1
USER_0166,,0,7.9,7.6,3,0.596,1,1
USER_0349,38.0,1,14.6,121.4,25,0.729,0,0
USER_0365,38.0,0,9.5,52.3,23,0.304,1,0
USER_0038,27.0,0,9.9,43.5,13,0.713,1,1
USER_0057,28.0,0,16.6,29.6,12,0.741,0,0
USER_0357,32.0,1,17.8,17.3,6,0.613,0,1
USER_0085,44.0,0,10.8,106.0,49,0.788,0,1
USER_0373,30.0,1,9.6,31.9,8,0.546,0,1
USER_0349,38.0,1,5.2,90.1,20,0.219,1,1
USER_0302,26.0,0,3.0,40.9,18,0.088,1,1
USER_0052,33.0,0,13.7,100.2,27,0.18,1,1
USER_0268,33.0,1,23.6,5.0,3,0.467,0,1
USER_0110,26.0,1,13.4,51.8,12,0.391,0,0
USER_0210,29.0,0,6.3,5.0,3,0.433,0,0
USER_0309,18.0,0,17.9,33.7,14,0.622,1,1
USER_0073,30.0,1,14.8,19.3,7,0.343,0,0
USER_0444,27.0,0,6.2,22.6,11,0.531,1,0
USER_0385,31.0,1,18.2,69.3,23,0.295,1,1
USER_0074,23.0,1,13.4,25.6,7,0.769,0,0
USER_0304,38.0,1,13.5,27.7,12,0.748,1,0
USER_0036,27.0,1,13.5,29.2,7,0.381,0,0
USER_0231,,0,9.9,49.0,20,0.237,1,1
USER_0138,34.0,0,8.6,180.0,89,0.455,1,1
USER_0096,30.0,1,19.1,52.0,20,0.389,0,0
USER_0039,46.0,1,17.5,46.0,12,0.468,1,1
USER_0057,28.0,0,14.9,40.8,13,0.64,1,1
USER_0134,51.0,1,9.3,36.0,14,0.682,0,1
USER_0278,33.0,1,19.3,49.3,10,0.47,1,1
USER_0044,22.0,0,4.3,31.7,12,0.412,1,0
USER_0319,20.0,0,14.0,48.6,18,0.075,1,1
USER_0383,36.0,0,10.2,41.9,8,0.389,0,1
USER_0268,33.0,1,17.3,26.7,8,0.197,0,0
USER_0409,43.0,0,16.5,33.4,9,0.348,0,0
USER_0360,27.0,0,18.4,9.3,3,0.712,0,0
USER_0062,28.0,1,7.9,37.2,14,0.495,1,1
USER_0375,36.0,0,11.2,41.1,14,0.067,1,1
USER_0182,33.0,0,12.6,29.9,8,0.214,1,1
USER_0382,38.0,0,5.2,28.7,13,0.636,1,1
USER_0146,43.0,1,4.7,15.9,3,0.31,0,0
USER_0478,19.0,0,9.6,104.7,50,0.204,0,1
USER_0389,26.0,0,8.8,31.8,10,0.171,0,1
USER_0284,38.0,0,9.0,34.4,11,0.787,1,1
USER_0119,28.0,0,17.7,57.1,14,0.683,1,1
USER_0001,35.0,0,14.4,21.8,9,0.232,1,0
USER_0385,31.0,1,15.9,59.5,26,0.634,0,1
USER_0396,27.0,1,12.7,47.4,16,0.61,0,0
USER_0156,32.0,0,12.2,51.5,21,0.768,0,1
USER_0062,28.0,1,12.9,38.5,12,0.608,1,1
USER_0368,32.0,1,11.8,40.8,15,0.591,1,0
USER_0235,36.0,0,9.7,33.9,8,0.07,0,0
USER_0298,,0,6.9,44.1,9,0.354,1,0
USER_0252,30.0,1,3.0,37.0,14,0.083,1,0
USER_0460,42.0,0,17.6,52.9,18,0.75,1,0
USER_0128,34.0,0,14.0,180.0,59,0.185,0,1
USER_0467,32.0,1,6.5,63.9,25,0.257,0,0
USER_0035,35.0,1,7.0,35.1,13,0.443,0,0
USER_0177,,1,10.1,13.7,4,0.613,1,1
USER_0163,29.0,1,12.0,38.7,15,0.079,0,1
USER_0114,34.0,1,11.6,53.7,16,0.204,0,0
USER_0290,46.0,0,15.5,48.7,20,0.549,0,1
USER_0183,34.0,1,9.4,24.6,11,0.106,1,1
