user_id,age,gender,income,browsing_minutes,pages_viewed,click_rate,previous_purchase,purchase,purchase_amount,purchase_date,user_segment
USER_0414,31.0,0,16.03180050310413,80.5,35,0.49,0,1,1131.94,2024-04-25,异常用户
USER_0294,39.0,0,10.026087954022868,113.9,29,0.515,0,0,1198.62,2024-10-06,高消费低频
USER_0459,18.0,0,9.527510130925112,49.2,19,0.596,1,0,68.6,2024-06-04,低消费高频
USER_0146,43.0,1,9.73446205312456,59.0,21,0.486,0,0,172.31,2024-09-10,低消费高频
USER_0114,34.0,1,21.19050353980818,38.3,14,0.761,0,0,72.45,2024-09-12,低消费高频
USER_0226,22.0,0,5.741966715138435,19.2,6,0.595,1,1,31.85,2024-09-30,低消费高频
USER_0070,34.0,1,17.371236169723304,77.8,18,0.603,1,1,533.76,2024-06-02,高消费高频
USER_0310,23.0,0,21.706030041329612,8.2,3,0.073,0,1,319.77,2024-08-01,高消费高频
USER_0253,,0,6.9056502146663234,66.4,15,0.128,1,1,416.54,2024-06-13,高消费低频
USER_0160,44.0,0,13.674190975123109,21.9,7,0.625,0,1,10.12,2024-04-24,低消费高频
USER_0166,,0,7.926409093829342,7.6,3,0.596,1,1,104.13,2024-03-04,低消费高频
USER_0349,38.0,1,14.640180022739822,121.4,25,0.729,0,0,1783.34,2024-12-08,异常用户
USER_0365,38.0,0,9.472763951732365,52.3,23,0.304,1,0,83.24,2024-07-13,低消费高频
USER_0038,27.0,0,9.946456704487916,43.5,13,0.713,1,1,440.19,2024-12-04,高消费低频
USER_0057,28.0,0,16.6082505596223,29.6,12,0.741,0,0,48.5,2024-10-17,低消费高频
USER_0357,32.0,1,17.76456628102405,17.3,6,0.613,0,1,44.79,2024-07-02,低消费高频
USER_0085,44.0,0,10.81722356390527,106.0,49,0.788,0,1,1240.77,2024-10-21,高消费低频
USER_0373,30.0,1,9.591414745322371,31.9,8,0.546,0,1,305.66,2024-07-16,高消费低频
USER_0349,38.0,1,5.241462339876767,90.1,20,0.219,1,1,1187.82,2024-12-28,异常用户
USER_0302,26.0,0,2.530032035788917,40.9,18,0.088,1,1,99.67,2024-04-28,低消费高频
USER_0052,33.0,0,13.659219316292578,100.2,27,0.18,1,1,1389.61,2024-09-11,低消费高频
USER_0268,33.0,1,23.616334922273637,5.0,3,0.467,0,1,45.28,2024-11-14,低消费高频
USER_0110,26.0,1,13.39495897374237,51.8,12,0.391,0,0,289.86,2024-01-28,高消费高频
USER_0210,29.0,0,6.321245760708531,5.0,3,0.433,0,0,83.88,2024-04-18,低消费高频
USER_0309,18.0,0,17.885003183951685,33.7,14,0.622,1,1,92.06,2024-10-19,低消费高频
USER_0073,30.0,1,14.814404300871773,19.3,7,0.343,0,0,92.12,2024-04-22,低消费高频
USER_0444,27.0,0,6.171583631747851,22.6,11,0.531,1,0,61.18,2024-10-31,低消费高频
USER_0385,31.0,1,18.182447560920885,69.3,23,0.295,1,1,457.52,2024-02-19,高消费高频
USER_0074,23.0,1,13.44326965403742,25.6,7,0.769,0,0,153.16,2024-10-26,低消费高频
USER_0304,38.0,1,13.453107489249007,27.7,12,0.748,1,0,86.29,2024-10-07,低消费高频
USER_0036,27.0,1,13.489911181887258,29.2,7,0.381,0,0,105.52,2024-10-20,低消费高频
USER_0231,,0,9.926847455929847,49.0,20,0.237,1,1,60.85,2024-05-15,低消费高频
USER_0138,34.0,0,8.568315765325874,180.0,89,0.455,1,1,6959.88,2024-03-22,高消费高频
USER_0096,30.0,1,19.129473748122944,52.0,20,0.389,0,0,70.67,2024-12-26,低消费高频
USER_0039,46.0,1,17.548499209781117,46.0,12,0.468,1,1,129.58,2024-01-30,低消费高频
USER_0057,28.0,0,14.922064902362422,40.8,13,0.64,1,1,183.24,2024-12-28,低消费高频
USER_0134,51.0,1,9.330725353039828,36.0,14,0.682,0,1,33.99,2024-12-16,低消费低频
USER_0278,33.0,1,19.33891652685621,49.3,10,0.47,1,1,249.32,2024-12-02,高消费低频
USER_0044,22.0,0,4.301667403633401,31.7,12,0.412,1,0,134.87,2024-06-24,低消费高频
USER_0319,20.0,0,14.038448684185886,48.6,18,0.075,1,1,730.14,2024-06-11,低消费高频
USER_0383,36.0,0,10.191415060913677,41.9,8,0.389,0,1,146.57,2024-06-11,低消费高频
USER_0268,33.0,1,17.313847997643997,26.7,8,0.197,0,0,68.87,2024-11-07,低消费高频
USER_0409,43.0,0,16.534352673051423,33.4,9,0.348,0,0,186.89,2024-01-10,低消费高频
USER_0360,27.0,0,18.362703162927506,9.3,3,0.712,0,0,251.28,2024-05-21,高消费高频
USER_0062,28.0,1,7.93636021540784,37.2,14,0.495,1,1,85.57,2024-07-10,低消费高频
USER_0375,36.0,0,11.243012540292954,41.1,14,0.067,1,1,423.49,2024-01-18,高消费高频
USER_0182,33.0,0,12.643143453272135,29.9,8,0.214,1,1,308.7,2024-07-24,高消费高频
USER_0382,38.0,0,5.223972963297831,28.7,13,0.636,1,1,89.73,2024-11-02,低消费高频
USER_0146,43.0,1,4.747251133756478,15.9,3,0.31,0,0,130.7,2024-01-05,低消费高频
USER_0478,19.0,0,9.598991373274815,104.7,50,0.204,0,1,1077.96,2024-02-18,高消费低频
USER_0389,26.0,0,8.805074729666611,31.8,10,0.171,0,1,81.23,2024-01-10,低消费高频
USER_0284,38.0,0,8.96857004935377,34.4,11,0.787,1,1,167.13,2024-11-23,低消费高频
USER_0119,28.0,0,17.730150720710327,57.1,14,0.683,1,1,599.04,2024-02-03,高消费高频
USER_0001,35.0,0,14.35707778193202,21.8,9,0.232,1,0,86.62,2024-02-08,低消费高频
USER_0385,31.0,1,15.878376498078445,59.5,26,0.634,0,1,378.35,2024-11-11,高消费高频
USER_0396,27.0,1,12.727603715327563,47.4,16,0.61,0,0,102.82,2024-12-08,低消费高频
USER_0156,32.0,0,12.162499314439309,51.5,21,0.768,0,1,405.62,2024-10-16,高消费高频
USER_0062,28.0,1,12.948304385317105,38.5,12,0.608,1,1,75.77,2024-04-23,低消费高频
USER_0368,32.0,1,11.764782758507595,40.8,15,0.591,1,0,62.97,2024-07-19,低消费高频
USER_0235,36.0,0,9.716511924883768,33.9,8,0.07,0,0,308.74,2024-03-16,高消费低频
USER_0298,,0,6.941094121385829,44.1,9,0.354,1,0,65.18,2024-09-01,低消费高频
USER_0252,30.0,1,1.2082904155543446,37.0,14,0.083,1,0,102.33,2024-04-06,低消费高频
USER_0460,42.0,0,17.617323589619218,52.9,18,0.75,1,0,81.16,2024-02-23,低消费高频
USER_0128,34.0,0,13.980997001920898,180.0,59,0.185,0,1,9044.07,2024-10-25,高消费低频
USER_0467,32.0,1,6.4591265175762675,63.9,25,0.257,0,0,484.3,2024-07-21,高消费高频
USER_0035,35.0,1,6.951346476450312,35.1,13,0.443,0,0,810.73,2024-05-25,高消费低频
USER_0177,,1,10.10710128393423,13.7,4,0.613,1,1,54.41,2024-09-26,低消费低频
USER_0163,29.0,1,11.954088233074305,38.7,15,0.079,0,1,115.15,2024-10-11,低消费高频
USER_0114,34.0,1,11.563719934085272,53.7,16,0.204,0,0,125.17,2024-05-13,低消费高频
USER_0290,46.0,0,15.531853486252997,48.7,20,0.549,0,1,725.85,2024-05-25,高消费低频
USER_0183,34.0,1,9.406666401893949,24.6,11,0.106,1,1,45.06,2024-12-15,低消费高频
USER_0045,,0,14.483496116182609,18.5,5,0.49,0,0,138.75,2024-07-17,低消费高频
USER_0491,37.0,0,11.50984464360106,27.6,11,0.517,0,1,112.65,2024-02-07,低消费高频
USER_0040,31.0,1,15.752934269178883,40.6,19,0.616,0,0,342.17,2024-03-01,高消费高频
USER_0319,20.0,0,12.910853138560508,39.9,17,0.44,1,1,108.35,2024-02-17,低消费高频
USER_0307,24.0,1,11.680610835843266,49.7,14,0.231,1,0,112.04,2024-11-06,低消费高频
USER_0176,36.0,0,17.801740904834872,55.5,17,0.422,1,1,394.51,2024-07-07,高消费低频
USER_0018,18.0,1,18.030766978352958,29.0,14,0.559,0,1,109.18,2024-02-28,低消费高频
USER_0243,36.0,0,3.394612395197653,76.2,18,0.255,1,0,815.94,2024-05-05,高消费低频
USER_0421,44.0,1,6.37917007619033,51.3,13,0.624,1,1,72.11,2024-04-29,低消费高频
USER_0249,29.0,0,7.611913215685474,43.6,11,0.762,0,1,490.44,2024-04-19,高消费低频
USER_0151,27.0,1,12.776624995997008,56.4,19,0.362,1,1,380.46,2024-12-06,高消费高频
USER_0422,31.0,0,3.4582051688043,31.8,11,0.406,1,0,38.42,2024-11-05,低消费高频
USER_0166,,0,12.208868286824561,23.6,5,0.322,1,0,79.28,2024-07-27,低消费高频
USER_0472,23.0,1,13.549299721838405,57.1,11,0.31,1,0,330.57,2024-07-09,高消费高频
USER_0422,31.0,0,20.777624900350435,30.2,6,0.58,1,1,86.58,2024-04-15,低消费高频
USER_0253,,0,12.539919603626144,61.6,19,0.14,1,1,721.24,2024-07-17,高消费低频
USER_0488,46.0,1,22.351265424335978,5.0,3,0.708,1,0,82.65,2024-03-01,低消费高频
USER_0019,18.0,1,7.981627160151346,36.0,8,0.432,0,0,121.01,2024-02-09,低消费高频
USER_0364,40.0,0,24.144673690384522,56.7,27,0.776,1,1,1018.34,2024-03-01,高消费低频
USER_0446,27.0,1,3.0133251103336534,39.9,14,0.35,1,1,27.27,2024-05-21,低消费高频
USER_0310,23.0,0,16.546169710914853,81.2,23,0.196,0,1,618.65,2024-10-18,高消费高频
USER_0310,23.0,0,20.62519294899008,180.0,51,0.638,0,1,9424.75,2024-12-21,高消费高频
USER_0168,42.0,0,4.130428940027995,21.1,5,0.481,1,0,78.92,2024-02-10,低消费高频
USER_0375,36.0,0,16.21895012940788,59.7,17,0.662,1,1,657.04,2024-06-07,高消费高频
USER_0384,37.0,0,15.279419953456948,27.7,12,0.746,0,1,238.21,2024-01-22,低消费高频
USER_0065,40.0,0,0.9034981362623249,81.6,39,0.106,0,1,1006.75,2024-12-08,高消费低频
USER_0396,27.0,1,4.638713182585136,54.9,12,0.458,0,0,99.59,2024-01-31,低消费高频
USER_0109,39.0,1,8.889825972228092,63.4,20,0.628,0,1,144.66,2024-09-20,高消费高频
USER_0039,46.0,1,13.753150496367796,15.8,7,0.219,0,0,110.86,2024-08-30,低消费高频
USER_0407,,1,7.12233532192684,44.3,12,0.586,1,1,106.6,2024-06-12,低消费高频
USER_0388,32.0,1,15.806742816867171,53.5,20,0.679,0,1,52.95,2024-02-27,低消费高频
USER_0145,24.0,0,18.75426165349503,34.0,9,0.196,1,1,218.95,2024-03-13,高消费高频
USER_0375,36.0,0,14.373710524199456,50.7,14,0.171,1,1,230.92,2024-07-07,高消费高频
USER_0281,25.0,0,19.870733930162043,17.4,8,0.199,1,0,158.41,2024-09-18,高消费高频
USER_0379,23.0,1,3.880410787150165,66.7,32,0.303,0,1,567.57,2024-10-31,高消费高频
USER_0358,42.0,1,17.536590932579667,48.1,18,0.686,1,1,246.91,2024-07-20,高消费低频
USER_0363,30.0,1,7.56680415397701,73.8,19,0.503,1,1,445.45,2024-04-10,高消费高频
USER_0287,28.0,1,8.909124789499156,49.8,18,0.214,0,0,343.1,2024-09-04,高消费高频
USER_0324,33.0,0,7.56295318599429,13.4,6,0.303,1,0,71.11,2024-09-25,低消费高频
USER_0163,29.0,1,14.701439720178477,31.2,7,0.454,0,0,81.66,2024-09-07,低消费高频
USER_0144,38.0,0,13.882550690853103,29.4,8,0.232,1,1,18.68,2024-11-13,低消费高频
USER_0198,,0,5.284373661777295,42.1,15,0.498,1,0,110.3,2024-02-20,低消费高频
USER_0488,46.0,1,20.430062919305154,8.9,4,0.793,0,0,51.51,2024-07-08,低消费高频
USER_0485,41.0,0,11.726268021618923,31.4,7,0.128,1,0,88.32,2024-01-20,低消费低频
USER_0368,32.0,1,13.941003067759782,32.4,10,0.521,1,0,132.26,2024-04-21,低消费高频
USER_0190,24.0,0,11.622934095469002,60.8,28,0.593,0,1,326.71,2024-08-11,高消费高频
USER_0292,35.0,1,-0.13158786729366767,180.0,52,0.6,0,1,4594.99,2024-08-01,高消费高频
USER_0070,34.0,1,14.70703784436294,56.9,26,0.583,0,1,398.39,2024-09-14,高消费高频
USER_0151,27.0,1,16.040180947010356,73.3,25,0.176,0,1,331.27,2024-09-30,高消费高频
USER_0493,24.0,0,22.095996263556323,46.1,17,0.494,1,0,88.53,2024-09-09,低消费高频
USER_0390,39.0,1,22.365072015017617,20.9,7,0.302,1,1,270.56,2024-11-10,高消费高频
USER_0240,24.0,0,12.795885579612905,37.7,12,0.714,0,0,66.47,2024-07-22,低消费高频
USER_0214,23.0,0,0.8483978761348574,36.1,13,0.268,1,0,121.82,2024-11-03,低消费高频
USER_0419,36.0,0,14.318615287785573,34.5,11,0.355,0,1,93.16,2024-06-13,低消费高频
USER_0292,35.0,1,6.280563575872379,13.7,5,0.65,1,1,550.09,2024-01-20,高消费高频
USER_0397,25.0,1,11.84264314898158,39.3,10,0.054,1,0,75.2,2024-11-28,低消费高频
USER_0293,21.0,0,5.523706896664396,101.2,39,0.425,0,1,1132.63,2024-02-28,高消费低频
USER_0037,29.0,1,11.601793043771425,37.4,13,0.662,0,1,76.28,2024-06-06,低消费低频
USER_0003,30.0,0,9.411943504819142,43.0,11,0.302,1,1,262.11,2024-08-25,高消费高频
USER_0480,34.0,1,23.809453515851065,28.8,8,0.631,1,1,118.55,2024-07-01,低消费高频
USER_0127,,1,8.187403804267008,18.0,7,0.292,1,0,34.13,2024-02-13,低消费高频
USER_0064,36.0,0,11.07479638669598,48.6,17,0.33,1,0,106.07,2024-09-30,低消费高频
USER_0125,,0,6.601318393620758,14.3,4,0.43,0,0,93.05,2024-02-21,低消费高频
USER_0257,,0,18.427911171808397,57.9,14,0.645,0,0,763.88,2024-12-08,高消费低频
USER_0311,29.0,1,3.9262506885433446,47.3,17,0.072,0,1,317.81,2024-05-19,高消费高频
USER_0170,,0,13.946711971098685,31.2,13,0.417,0,1,31.36,2024-12-06,低消费高频
USER_0320,41.0,1,6.98727183805239,28.1,10,0.065,1,0,76.59,2024-05-28,低消费高频
USER_0452,27.0,1,2.1299609886717903,25.6,5,0.153,1,0,74.74,2024-11-18,低消费低频
USER_0109,39.0,1,5.420920917862464,23.7,7,0.533,0,1,303.94,2024-08-08,高消费高频
USER_0431,,0,18.76725780738059,40.1,18,0.18,1,0,114.78,2024-06-30,低消费高频
USER_0382,38.0,0,10.51800674226909,57.6,16,0.305,0,1,63.54,2024-08-28,低消费高频
USER_0247,39.0,0,16.465941736036257,44.3,11,0.74,0,1,97.13,2024-03-20,低消费高频
USER_0087,38.0,1,17.98623461822614,40.6,12,0.411,1,1,84.37,2024-11-23,低消费高频
USER_0408,34.0,1,5.346799230769895,44.4,9,0.119,1,0,121.97,2024-02-19,低消费高频
USER_0293,21.0,0,12.816673403387693,180.0,41,0.634,0,0,8398.9,2024-03-03,高消费低频
USER_0077,42.0,1,9.252298627022325,57.1,12,0.525,1,1,266.74,2024-06-14,高消费高频
USER_0096,30.0,1,15.286824816947856,21.7,7,0.07,1,1,104.72,2024-04-28,低消费高频
USER_0089,,1,1.3638628982425232,56.4,12,0.591,1,1,273.24,2024-11-13,高消费高频
USER_0422,31.0,0,8.983856641848119,33.5,13,0.055,1,0,136.63,2024-12-21,低消费高频
USER_0213,25.0,0,13.091944937720871,14.2,6,0.39,0,0,10.0,2024-10-19,低消费高频
USER_0212,37.0,0,18.089635709872574,70.6,29,0.743,0,1,478.37,2024-11-06,高消费低频
USER_0352,27.0,1,16.77696498228679,45.3,17,0.094,1,1,84.8,2024-10-14,低消费高频
USER_0437,49.0,0,13.092844444368579,101.1,30,0.108,0,1,766.2,2024-10-14,高消费低频
USER_0432,32.0,1,14.259530988166684,20.1,9,0.443,0,0,87.59,2024-08-25,低消费高频
USER_0078,31.0,0,5.542371991158993,19.9,4,0.7,1,1,147.91,2024-04-20,低消费高频
USER_0453,24.0,0,14.637193259299984,47.4,23,0.468,1,0,343.77,2024-06-17,高消费低频
USER_0110,26.0,1,18.50263429298003,56.9,14,0.207,0,0,301.63,2024-11-26,高消费高频
USER_0259,37.0,1,12.427973519722627,68.9,31,0.417,0,0,55.94,2024-06-26,低消费低频
USER_0022,23.0,1,18.565342577943575,16.8,8,0.228,1,0,46.16,2024-01-23,低消费低频
USER_0216,30.0,1,13.156288735920418,54.5,26,0.578,1,0,30.1,2024-02-13,低消费低频
USER_0153,27.0,0,11.889825679978648,7.8,3,0.282,0,0,178.05,2024-01-07,低消费高频
USER_0116,32.0,0,8.629047198308866,46.9,11,0.701,0,0,302.88,2024-09-03,高消费高频
USER_0018,18.0,1,13.197387308529482,53.4,21,0.377,0,0,93.86,2024-02-06,低消费高频
USER_0431,,0,15.502976986385637,36.2,16,0.133,0,0,125.86,2024-12-03,低消费高频
USER_0457,41.0,0,17.099643027138775,35.6,12,0.741,1,0,97.97,2024-05-12,低消费低频
USER_0375,36.0,0,15.966312479775153,49.0,18,0.422,1,1,574.03,2024-06-07,高消费高频
USER_0430,25.0,1,13.151361566275348,44.6,17,0.79,1,0,157.22,2024-03-28,高消费高频
USER_0168,42.0,0,5.429146204475815,6.2,3,0.412,1,0,56.86,2024-03-01,低消费高频
USER_0362,30.0,1,14.512441618110511,32.5,9,0.148,0,0,83.46,2024-12-31,低消费低频
USER_0389,26.0,0,14.855513142956841,38.1,10,0.371,0,1,47.59,2024-11-19,低消费高频
USER_0236,,0,6.4156701403352745,42.4,15,0.691,0,1,550.37,2024-07-11,低消费低频
USER_0433,35.0,1,17.440462316042947,53.5,15,0.18,1,1,388.54,2024-05-23,高消费低频
USER_0293,21.0,0,10.122455096802502,53.7,23,0.457,0,0,288.46,2024-05-27,高消费低频
USER_0070,34.0,1,10.526103578501282,45.1,14,0.525,0,0,239.33,2024-07-31,高消费高频
USER_0274,18.0,0,14.275330767673786,28.5,10,0.729,0,1,89.28,2024-07-13,低消费高频
USER_0059,34.0,0,7.009696863427935,47.5,20,0.473,1,1,34.91,2024-04-25,低消费高频
USER_0460,42.0,0,11.264759676509765,50.4,17,0.747,1,1,54.84,2024-03-29,低消费高频
USER_0194,39.0,1,6.639709690784802,55.5,17,0.337,0,1,373.9,2024-05-19,高消费高频
USER_0299,,1,7.11689842068222,26.1,5,0.133,1,1,59.49,2024-05-28,低消费高频
USER_0141,22.0,1,12.008095156784705,29.2,13,0.711,0,0,171.66,2024-02-03,低消费高频
USER_0215,35.0,1,21.083778147875524,26.4,12,0.143,0,1,91.36,2024-12-18,低消费低频
USER_0419,36.0,0,7.963921612577801,63.7,28,0.587,0,0,105.44,2024-05-26,低消费高频
USER_0097,34.0,1,4.115017589045014,23.2,10,0.358,1,1,101.95,2024-04-21,低消费高频
USER_0448,33.0,0,10.053471896232148,54.3,13,0.312,1,0,75.16,2024-09-11,低消费高频
USER_0409,43.0,0,15.953361593453641,51.3,24,0.115,1,0,129.77,2024-09-24,低消费高频
USER_0383,36.0,0,9.953398927066573,31.7,10,0.135,1,0,56.27,2024-05-28,低消费高频
USER_0384,37.0,0,11.458144816905799,61.5,30,0.273,1,1,60.43,2024-09-12,低消费高频
USER_0471,36.0,1,13.863970792646029,32.8,14,0.687,0,1,127.39,2024-09-18,高消费低频
USER_0497,18.0,1,10.404685401076499,48.7,10,0.772,0,0,76.07,2024-04-21,低消费高频
USER_0119,28.0,0,4.347692951283116,64.5,21,0.585,1,1,222.26,2024-09-12,高消费高频
USER_0082,34.0,0,16.956293290960442,46.3,13,0.394,0,1,40.32,2024-05-04,低消费低频
USER_0228,35.0,0,9.754981898142333,60.7,23,0.404,0,1,493.84,2024-07-07,高消费高频
USER_0358,42.0,1,2.308044693688924,63.9,30,0.058,1,1,655.55,2024-11-20,高消费低频
USER_0376,,0,9.272236986315566,112.1,49,0.376,1,1,1748.31,2024-05-24,异常用户
USER_0322,24.0,1,11.674308321355559,44.0,14,0.704,0,0,75.69,2024-10-20,低消费高频
USER_0182,33.0,0,13.667045061963563,44.5,9,0.084,1,1,259.25,2024-01-23,高消费高频
USER_0227,33.0,1,10.615553221155983,31.5,7,0.397,0,1,99.61,2024-03-07,低消费高频
USER_0187,35.0,1,0.4297796699994727,36.1,13,0.274,0,0,91.92,2024-06-09,低消费高频
USER_0370,37.0,0,15.9502160206486,31.2,13,0.188,0,1,569.98,2024-12-06,高消费低频
USER_0146,43.0,1,9.876388919306395,40.4,11,0.653,0,1,64.96,2024-08-18,低消费高频
USER_0348,34.0,1,13.704730617584667,29.5,10,0.267,0,0,321.24,2024-07-15,高消费低频
USER_0171,33.0,1,10.86446996109537,30.1,10,0.721,1,1,528.56,2024-06-28,高消费低频
USER_0234,34.0,1,15.264207671605785,48.7,18,0.37,0,0,69.09,2024-01-12,低消费高频
USER_0446,27.0,1,16.72238566099251,25.0,5,0.147,1,0,139.18,2024-07-29,低消费高频
USER_0040,31.0,1,9.66448296604612,51.0,25,0.416,0,1,394.19,2024-12-01,高消费高频
USER_0365,38.0,0,18.360992771250487,28.6,7,0.4,1,1,98.38,2024-05-16,低消费高频
USER_0481,26.0,0,6.116509071145468,35.3,9,0.599,0,0,110.36,2024-01-10,低消费高频
USER_0332,22.0,1,10.407591005647596,72.5,27,0.751,1,1,460.39,2024-11-27,高消费低频
USER_0330,37.0,0,11.106998352832228,58.7,12,0.581,0,1,60.47,2024-01-02,低消费高频
USER_0031,20.0,1,5.878508818553171,46.3,9,0.504,0,0,367.32,2024-11-15,高消费高频
USER_0189,37.0,0,12.174439735447043,68.2,22,0.765,0,1,941.68,2024-03-25,高消费低频
USER_0042,,0,10.00444073898625,35.9,17,0.309,1,1,137.04,2024-09-13,低消费高频
USER_0183,34.0,1,14.583222229679837,37.0,10,0.46,0,1,131.23,2024-01-08,低消费高频
USER_0472,23.0,1,12.60645915450041,35.7,14,0.759,1,1,561.73,2024-03-01,高消费高频
USER_0133,32.0,0,14.75942985911077,22.9,5,0.702,0,1,331.09,2024-08-23,高消费高频
USER_0301,42.0,0,8.608326853322533,34.1,11,0.168,0,1,182.76,2024-10-19,低消费高频
USER_0318,43.0,1,7.267904263576242,18.8,4,0.468,0,0,57.99,2024-03-11,低消费高频
USER_0214,23.0,0,4.1018627372241205,33.7,13,0.452,0,0,85.76,2024-10-01,低消费高频
USER_0183,34.0,1,12.536039810200668,31.9,15,0.101,1,1,92.97,2024-02-18,低消费高频
USER_0166,,0,11.214816547036852,31.3,8,0.479,1,1,47.11,2024-09-27,低消费高频
USER_0455,21.0,0,9.572049439774954,23.4,7,0.29,0,0,137.31,2024-07-06,低消费高频
USER_0243,36.0,0,17.882666268938827,62.7,20,0.659,1,0,506.71,2024-05-05,高消费低频
USER_0153,27.0,0,16.140294074466546,35.8,11,0.337,0,0,75.68,2024-01-10,低消费高频
USER_0389,26.0,0,16.879184458119088,32.0,11,0.279,0,0,42.6,2024-12-06,低消费高频
USER_0089,,1,18.591511624263347,22.9,4,0.58,1,1,430.11,2024-03-09,高消费高频
USER_0098,43.0,1,9.259168220153768,27.4,8,0.52,0,1,102.71,2024-01-19,低消费高频
USER_0006,30.0,0,9.983552490134398,29.2,14,0.587,1,0,62.87,2024-03-19,低消费高频
USER_0194,39.0,1,11.388383089336275,60.5,21,0.575,0,0,398.62,2024-01-02,高消费高频
USER_0185,26.0,0,7.392744882855394,53.5,19,0.212,1,0,78.22,2024-03-26,低消费高频
USER_0387,,1,6.345063057572069,25.5,6,0.751,1,0,57.64,2024-10-24,低消费高频
USER_0040,31.0,1,15.91435121790673,46.3,16,0.184,0,1,631.3,2024-12-11,高消费高频
USER_0382,38.0,0,5.864354315449897,37.6,16,0.607,1,0,32.71,2024-07-31,低消费高频
USER_0204,34.0,0,7.911479240069636,87.1,29,0.349,1,1,926.52,2024-09-22,高消费低频
USER_0158,35.0,0,9.231524234322638,19.0,7,0.334,1,1,78.08,2024-07-03,低消费低频
USER_0043,38.0,1,12.542798528882615,16.0,3,0.413,1,1,62.73,2024-05-21,低消费低频
USER_0385,31.0,1,14.130782798230925,42.2,17,0.173,0,1,300.05,2024-09-30,高消费高频
USER_0119,28.0,0,9.7702814306942,72.8,19,0.425,1,1,370.01,2024-10-23,高消费高频
USER_0468,32.0,0,10.17879758974361,64.5,22,0.462,0,1,519.23,2024-11-17,高消费低频
USER_0178,34.0,0,9.649642502056498,55.8,15,0.161,1,0,411.16,2024-04-26,高消费高频
USER_0257,,0,13.635361874389226,48.0,20,0.558,0,0,537.81,2024-02-05,高消费低频
USER_0391,30.0,1,21.314345607000885,45.4,17,0.434,1,1,154.29,2024-06-16,低消费高频
USER_0051,37.0,0,12.104432441479808,45.2,22,0.528,1,1,316.75,2024-02-13,高消费高频
USER_0236,,0,5.741982037676279,54.5,22,0.335,0,1,27.64,2024-04-11,低消费低频
USER_0109,39.0,1,8.426596615047842,33.5,6,0.546,0,1,192.64,2024-03-31,高消费高频
USER_0374,32.0,0,3.933302991252683,58.1,15,0.162,1,1,96.38,2024-02-19,低消费高频
USER_0072,28.0,1,18.073985284471924,30.3,6,0.759,1,1,79.34,2024-01-21,低消费高频
USER_0169,19.0,1,13.599825955725816,180.0,38,0.238,0,1,10521.8,2024-09-06,高消费低频
USER_0242,36.0,1,7.227021753555344,14.0,5,0.731,1,1,166.78,2024-11-17,低消费高频
USER_0229,24.0,0,17.30628129256059,22.5,9,0.243,1,0,126.02,2024-05-29,高消费低频
USER_0111,29.0,0,12.788807196468847,16.4,4,0.328,0,0,145.22,2024-12-26,低消费高频
USER_0421,44.0,1,9.87037700341217,48.1,14,0.171,1,0,239.47,2024-06-15,低消费高频
USER_0315,20.0,1,19.953978710856262,39.7,18,0.617,0,1,113.25,2024-01-16,低消费高频
USER_0390,39.0,1,9.702228425029405,53.9,18,0.668,1,1,153.96,2024-08-11,高消费高频
USER_0223,38.0,1,7.745579554805507,61.2,17,0.178,0,1,63.05,2024-11-19,低消费高频
USER_0304,38.0,1,9.292170616945574,85.2,29,0.052,1,1,676.62,2024-08-27,低消费高频
USER_0396,27.0,1,12.612905343402364,16.3,8,0.525,0,1,11.45,2024-08-08,低消费高频
USER_0478,19.0,0,12.163738237647001,47.4,13,0.29,0,1,593.74,2024-03-10,高消费低频
USER_0316,28.0,1,13.860833811830542,38.8,9,0.078,0,1,44.33,2024-04-30,低消费高频
USER_0345,34.0,0,26.570546078841808,26.8,6,0.16,1,0,125.4,2024-06-13,低消费高频
USER_0184,,0,15.362598491705103,59.0,23,0.373,1,0,492.94,2024-02-01,高消费高频
USER_0319,20.0,0,14.171318249610358,5.0,3,0.266,0,0,125.74,2024-03-26,低消费高频
USER_0160,44.0,0,-0.2748677063697329,22.8,4,0.604,0,0,96.27,2024-06-15,低消费高频
USER_0091,,0,15.193300843215512,40.5,19,0.33,0,1,137.05,2024-04-29,低消费高频
USER_0052,33.0,0,3.8684032301920794,34.9,14,0.096,0,1,97.54,2024-03-12,低消费高频
USER_0310,23.0,0,9.935389274947346,25.5,8,0.486,0,0,309.35,2024-01-25,高消费高频
USER_0224,33.0,0,18.047472468223894,54.5,22,0.379,0,0,464.19,2024-04-05,高消费低频
USER_0139,31.0,1,11.47090621251151,41.3,17,0.333,0,1,230.04,2024-10-20,低消费高频
USER_0422,31.0,0,12.597283367028936,28.6,9,0.538,1,0,136.82,2024-02-24,低消费高频
USER_0200,25.0,0,13.333498947510362,46.9,11,0.64,0,1,109.99,2024-12-01,低消费高频
USER_0128,34.0,0,-0.4617156396503237,97.8,20,0.432,0,1,839.71,2024-05-25,高消费低频
USER_0402,33.0,0,9.403293445594349,45.7,15,0.751,0,0,131.56,2024-08-17,低消费高频
USER_0093,32.0,1,12.397989311880181,29.5,13,0.537,1,0,80.75,2024-05-29,低消费高频
USER_0442,25.0,0,8.266840804815384,33.2,9,0.759,1,0,34.73,2024-09-27,低消费低频
